director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb,overview
Rania Attieh,Paul Hickert,Robin Bartlett,Rebecca Dayan,Drama Sci-Fi Thriller,h.,Paul Hickert Robin Bartlett Rebecca Dayan Rania Attieh Drama Sci-Fi Thriller,"H. is a modern interpretation of a classic Greek tragedy in which two women, each named Helen, live out their mirrored lives of one another in the town of Troy, NY.  The first Helen is in her 60s, lives with her husband Roy, and takes care of a small, extremely lifelike baby doll called a “Reborn Doll,” which she cares for as a living baby.  The second Helen is in her 30s, has a successful art career with her partner Alex, and is four months pregnant.  One night, something falls out of the sky and explodes over the town. In the aftermath of this event, bizarre and unexplainable things begin to happen.  Many people in the town go missing—Helen’s husband being one of them—and unnatural cloud formations begin appearing in the sky.  Meanwhile, the two Helens find themselves, and their lives spinning out of control."
Majid Majidi,Bahare Seddiqi,Amir Farrokh Hashemian,Mohammad Amir Naji,Drama Family,children of heaven,Bahare Seddiqi Amir Farrokh Hashemian Mohammad Amir Naji Majid Majidi Drama Family,"Zohre's shoes are gone; her older brother Ali lost them. They are poor, there are no shoes for Zohre until they come up with an idea: they will share one pair of shoes, Ali's. School awaits..."
Andrew Haigh,Tom Cullen,Chris New,Vauxhall Jermaine,Drama Romance,weekend,Tom Cullen Chris New Vauxhall Jermaine Andrew Haigh Drama Romance,"A supposedly idyllic weekend trip to the countryside turns into a never-ending nightmare of traffic jams, revolution, cannibalism and murder as French bourgeois society starts to collapse under the weight of its own consumer preoccupations."
Andrew Haigh,Tom Cullen,Chris New,Vauxhall Jermaine,Drama Romance,weekend,Tom Cullen Chris New Vauxhall Jermaine Andrew Haigh Drama Romance,"After a drunken house party with his straight mates, Russell heads out to a gay club. Just before closing time he picks up Glen but what's expected to be just a one-night stand becomes something else, something special."
Spike Lee,S. Epatha Merkerson,Joie Lee,Tracy Camilla Johns,Comedy Romance,she's gotta have it,S. Epatha Merkerson Joie Lee Tracy Camilla Johns Spike Lee Comedy Romance,"The story of Nola Darling's simultaneous sexual relationships with three different men is told by her and by her partners and other friends. All three men wanted her to commit solely to them; Nola resists being ""owned"" by a single partner."
Cary Bell,Abigail Evans,Stacie Evans,Emily Gorell,Documentary,butterfly girl,Abigail Evans Stacie Evans Emily Gorell Cary Bell Documentary,"Abbie came of age in honky tonks, defying her life threatening disease, but all the while longing for an identity of her own. Now that she is 18, how much is she willing to sacrifice for her independence?"
Mike Cahill,Robin Lord Taylor,William Mapother,Flint Beverage,Drama Romance Sci-Fi,another earth,Robin Lord Taylor William Mapother Flint Beverage Mike Cahill Drama Romance Sci-Fi,"On the night of the discovery of a duplicate Earth in the Solar system, an ambitious young student and an accomplished composer cross paths in a tragic accident."
Jason Stone,Topher Grace,Ellen Burstyn,Christopher Heyerdahl,Thriller,the calling,Topher Grace Ellen Burstyn Christopher Heyerdahl Jason Stone Thriller,Detective Hazel Micallef hasn't had much to worry about in the sleepy town of Port Dundas until a string of gruesome murders in the surrounding countryside brings her face to face with a serial killer driven by a higher calling.
Melvin Van Peebles,John Amos,Mario Van Peebles,Melvin Van Peebles,Crime Drama Thriller,sweet sweetback's baadasssss song,John Amos Mario Van Peebles Melvin Van Peebles Melvin Van Peebles Crime Drama Thriller,"After saving a Black Panther from some racist cops, a black male prostitute goes on the run from ""the man"" with the help of the ghetto community and some disillusioned Hells Angels."
Gary Winick,Bebe Neuwirth,Aaron Stanford,Ron Rifkin,Comedy Drama Romance,tadpole,Bebe Neuwirth Aaron Stanford Ron Rifkin Gary Winick Comedy Drama Romance,"Beautiful, sophisticated women are all over Oscar Grubman. He is sensitive and compassionate, speaks French fluently, is passionate about Voltaire, and thinks the feature that tells the most about a woman is her hands. On the train home from Chauncey Academy for the Thanksgiving weekend, Oscar confides in his best friend that he has plans for this vacation--he will win the heart of his true love. But there is one major problem--Oscar's true love is his stepmother Eve. Oscar is certain that he could be a better mate to Eve than his work-obsessed father. He fails to win Eve's heart and is consequently dejected. Oscar's path to his true love is further crossed by Diane, Eve's best friend who, one night while wearing Eve's borrowed perfumed scarf, offers him temporary comfort in an unconventional tryst. For Diane, Oscar fills a void in her life. For Oscar, Diane is somewhat of a distraction, as his continued pursuit of Eve leads to an unexpected resolution."
John Carney,Glen Hansard,Markéta Irglová,Darren Healy,Drama Music Romance,once,Glen Hansard Markéta Irglová Darren Healy John Carney Drama Music Romance,"A vacuum repairman moonlights as a street musician and hopes for his big break. One day a Czech immigrant, who earns a living selling flowers, approaches him with the news that she is also an aspiring singer-songwriter. The pair decide to collaborate, and the songs that they compose reflect the story of their blossoming love."
Robinson Devor,Marilyn Rising,Eugene Roche,Max Kerstein,Comedy,the woman chaser,Marilyn Rising Eugene Roche Max Kerstein Robinson Devor Comedy,A 1950s used-car salesman (Patrick Warburton) wants to make a low-budget film about a trucker who accidentally runs down a child.
Michel Orion Scott,Temple Grandin,Rowan Isaacson,Simon Baron-Cohen,Documentary,the horse boy,Temple Grandin Rowan Isaacson Simon Baron-Cohen Michel Orion Scott Documentary,"Filmmaker Michel Orion Scott captures a magical journey into a little-known world, in a documentary which chronicles Rupert Isaacson and Kristin Neff's personal odyssey to make sense of their child's autism, and find healing for him and themselves in the unlikeliest of places."
Pat Holden,Alan Brent,Martin Compston,Kate Ashfield,Horror,when the lights went out,Alan Brent Martin Compston Kate Ashfield Pat Holden Horror,"Yorkshire, 1974, the Maynard family moves into their dream house. It's a dream that quickly descends into a panic stricken nightmare as the family discovers a horrifying truth, a truth that will make the history books. The house is already occupied by the most violent poltergeist ever documented, a poltergeist that will tear you from your bed as you sleep and drag you helplessly into the darkness."
Tobe Hooper,Gunnar Hansen,Edwin Neal,Marilyn Burns,Horror Thriller,the texas chain saw massacre,Gunnar Hansen Edwin Neal Marilyn Burns Tobe Hooper Horror Thriller,Five friends visiting their grandfather's house in the country are hunted and terrorized by a chain-saw wielding killer and his family of grave-robbing cannibals.
Bill Melendez,Peter Robbins,Bill Melendez,Christopher Shea,Animation Comedy Family,a charlie brown christmas,Peter Robbins Bill Melendez Christopher Shea Bill Melendez Animation Comedy Family,"When Charlie Brown complains about the overwhelming materialism that he sees amongst everyone during the Christmas season, Lucy suggests that he become director of the school Christmas pageant. Charlie Brown accepts, but is a frustrating struggle. When an attempt to restore the proper spirit with a forlorn little fir Christmas tree fails, he needs Linus' help to learn the meaning of Christmas."
Deborah Anderson,Lisa Ann,Jesse Jane,Kayden Kross,Documentary,aroused,Lisa Ann Jesse Jane Kayden Kross Deborah Anderson Documentary,"Get up close and personal with 16 of the most successful women in the adult film industry as they shed their clothes for an intimate photo shoot with director Deborah Anderson. As questions are asked, personal stories about their lives are revealed, from why they chose the business of sex to how they got into it in the first place. These porn stars have always been discreet about their private lives in the past, yet Anderson has a way of opening up a dialog allowing them to share more than just their naked skin on screen. Their true inner vulnerability is touching, yet the characters they have created are confident and intoxicating. Once you hear their stories, you'll never look at them in the same way again."
Sara Newens,Ariel Hsing,Xinhua Jiang,Michael Landers,Documentary,top spin,Ariel Hsing Xinhua Jiang Michael Landers Sara Newens Documentary,Three teenagers' quest to qualify for the 2012 US Olympic table tennis team.
Michael Moore,Michael Moore,Pat Boone,Bob Eubanks,Documentary,roger & me,Michael Moore Pat Boone Bob Eubanks Michael Moore Documentary,"A documentary about the closure of General Motors' plant at Flint, Michigan, which resulted in the loss of 30,000 jobs. Details the attempts of filmmaker Michael Moore to get an interview with GM CEO Roger Smith."
Paul Schrader,Ed Begley Jr.,Ruby Dee,John Heard,Fantasy Horror Thriller,cat people,Ed Begley Jr. Ruby Dee John Heard Paul Schrader Fantasy Horror Thriller,"After years of separation, Irina (Nastassja Kinski) and her minister brother, Paul (Malcolm McDowell), reunite in New Orleans in this erotic tale of the supernatural. When zoologists capture a wild panther, Irina is drawn to the cat -- and the zoo curator (John Heard) is drawn to her. Soon, Irina's brother will have to reveal the family secret: that when sexually aroused, they turn into predatory jungle cats."
Paul Schrader,Ed Begley Jr.,Ruby Dee,John Heard,Fantasy Horror Thriller,cat people,Ed Begley Jr. Ruby Dee John Heard Paul Schrader Fantasy Horror Thriller,Sketch artist Irena Dubrovna (Simone Simon) and American architect Oliver Reed (Kent Smith) fall in love and marry after a brief courtship. But Irena believes that she suffers from an ancient curse and won't consummate the union for fear that she will turn into a panther compelled to kill her lover.
Zal Batmanglij,Christopher Denham,James Urbaniak,Constance Wu,Drama Mystery Sci-Fi Thriller,sound of my voice,Christopher Denham James Urbaniak Constance Wu Zal Batmanglij Drama Mystery Sci-Fi Thriller,A journalist and his girlfriend get pulled in while they investigate a cult whose leader claims to be from the future.
Lynn Shelton,Mark Duplass,Mike Birbiglia,Mel Eslyn,Comedy Drama,your sister's sister,Mark Duplass Mike Birbiglia Mel Eslyn Lynn Shelton Comedy Drama,"Iris invites her friend Jack to stay at her family's island getaway after the death of his brother. At their remote cabin, Jack's drunken encounter with Hannah, Iris' sister, kicks off a revealing stretch of days."
David Hewlett,Christopher Judge,David Hewlett,Paul McGillion,Comedy,a dog's breakfast,Christopher Judge David Hewlett Paul McGillion David Hewlett Comedy,"If you've never been good at anything in your life, why would murder be any different? Patrick (David Hewlett) has always had a somewhat combative relationship with his little sister Marilyn (Kate Hewlett), but when she brings home her new sci-fi soap star fiancé Ryan (Paul McGillion), it's all out war. When Patrick fails to drive a wedge between the happy couple, he reaches for sharper instruments."
George A. Romero,Judith O'Dea,Duane Jones,S. William Hinzman,Drama Horror Mystery,night of the living dead,Judith O'Dea Duane Jones S. William Hinzman George A. Romero Drama Horror Mystery,"A group of people try to survive an attack of bloodthirsty zombies while trapped in a rural Pennsylvania farmhouse. Although not the first zombie film, Night of the Living Dead is the progenitor of the contemporary ""zombie apocalypse"" horror film, and it greatly influenced the modern pop-culture zombie archetype."
George A. Romero,Judith O'Dea,Duane Jones,S. William Hinzman,Drama Horror Mystery,night of the living dead,Judith O'Dea Duane Jones S. William Hinzman George A. Romero Drama Horror Mystery,"In this remake of the original classic film, a group of people are trapped inside a farmhouse as legions of the walking dead try to get inside and use them for food."
Nate Parker,Jason Stuart,Nate Parker,Aunjanue Ellis,Biography Drama,the birth of a nation,Jason Stuart Nate Parker Aunjanue Ellis Nate Parker Biography Drama,"The Birth of A Nation is a silent film from 1915 and the highest grossing silent film in film history. The film tells a romance story during the American civil war. D.W. Griffith invested heavily in its high production values, pioneering many new camera effects. The Birth of a Nation was strongly protested for its negative portrayal of newly freed slaves (mostly white actors in blackface), which went on to create and propagate negative images of blacks of the early 20th century in the United States. The film was used as a recruiting propaganda by the KKK until the 1940s."
Nate Parker,Jason Stuart,Nate Parker,Aunjanue Ellis,Biography Drama,the birth of a nation,Jason Stuart Nate Parker Aunjanue Ellis Nate Parker Biography Drama,"Nat Turner, a former slave in America, leads a liberation movement in 1831 to free African-Americans in Virgina that results in a violent retaliation from whites."
Alex Kendrick,Alex Kendrick,Erin Bethea,Shannen Fields,Drama Sport,facing the giants,Alex Kendrick Erin Bethea Shannen Fields Alex Kendrick Drama Sport,A losing coach with an underdog football team faces their giants of fear and failure on and off the field to surprising results.
Travis Cluff,Pfeifer Brown,Cassidy Gifford,Reese Mishler,Horror Thriller,the gallows,Pfeifer Brown Cassidy Gifford Reese Mishler Travis Cluff Horror Thriller,"20 years after a horrific accident during a small town school play, students at the school resurrect the failed show in a misguided attempt to honor the anniversary of the tragedy - but soon discover that some things are better left alone."
David Lynch,Hal Landon Jr.,Jack Nance,Charlotte Stewart,Fantasy Horror Sci-Fi,eraserhead,Hal Landon Jr. Jack Nance Charlotte Stewart David Lynch Fantasy Horror Sci-Fi,"Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child."
Robert Townsend,Robert Townsend,Keenen Ivory Wayans,Helen Martin,Comedy,hollywood shuffle,Robert Townsend Keenen Ivory Wayans Helen Martin Robert Townsend Comedy,"Aspiring actor and hot-dog stand employee Bobby Taylor catches the ire of his grandmother for auditioning for a role in the regrettably titled exploitation film ""Jivetime Jimmy's Revenge."" When Tinseltown Studios casts Taylor in the title role, he has a series of conflicted dreams satirizing African-American stereotypes in Hollywood, and must reconcile his career goals with his desire to remain a positive role model for his little brother."
Peter Chelsom,Kieran Culkin,Elden Henson,Gena Rowlands,Comedy Drama,the mighty,Kieran Culkin Elden Henson Gena Rowlands Peter Chelsom Comedy Drama,"This tells the story of a strong friendship between a young boy with Morquio's syndrome and an older boy who is always bullied because of his size. Adapted from the novel, Freak the Mighty, the film explores a building of trust and friendship. Kevin, an intelligent guy helps out Maxwell to improve his reading skills. In return, Kevin wants Maxwell to take him out places since he is not allowed out unauthorized. Being the social outcasts of the town, Kevin and Maxwell come to realize that they are similar to each other and accept that they are ""freaks"" and nothing will stop them."
Jamaa Fanaka,Leon Isaac Kennedy,Chuck Mitchell,Wilbur 'Hi-Fi' White,Crime Drama Sport,penitentiary,Leon Isaac Kennedy Chuck Mitchell Wilbur 'Hi-Fi' White Jamaa Fanaka Crime Drama Sport,"A hitchhiker named Martel Gordone gets in a fight with two bikers over a prostitute, and one of the bikers is killed. Gordone is arrested and sent to prison, where he joins the prison's boxing team in an effort to secure an early parole and to establish his dominance over the prison's toughest gang."
Larry Blamire,Fay Masterson,Brian Howe,Larry Blamire,Comedy Horror Sci-Fi,the lost skeleton of cadavra,Fay Masterson Brian Howe Larry Blamire Larry Blamire Comedy Horror Sci-Fi,"Remember the good old days when anyone with a camera and a few thousand bucks could schlep up to Bronson canyon and quickly make a cheap sci-fi/horror B-movie? Well, they're back! The Lost Skeleton of Cadavra is an affectionate, meticulous re-creation of those notoriously cheesy clunkers, as a gaggle of beloved stereotypes pursue ""that rarest of radioactive elements - atmospherium."""
E.L. Katz,Brighton Sharbino,Ethan Embry,Elissa Dowling,Comedy Crime Drama Horror Thriller,cheap thrills,Brighton Sharbino Ethan Embry Elissa Dowling E.L. Katz Comedy Crime Drama Horror Thriller,"Recently fired and facing eviction, a new dad has his life turned upside down when he meets a wealthy couple who offer a path to financial security... but at a price."
Lisanne Pajot,Jonathan Blow,Edmund McMillen,Phil Fish,Documentary,indie game: the movie,Jonathan Blow Edmund McMillen Phil Fish Lisanne Pajot Documentary,"Indie Game: The Movie is a feature documentary about video games, their creators and the craft. The film follows the dramatic journeys of video game developers as they create and release their games to the world. The film tells the emotional story of friends Edmund McMillen &amp; Tommy Refenes, as they craft their first Xbox game: ""Super Meat Boy"". It follows Phil Fish, the creator of the highly-anticipated game: ""FEZ"". After 4 years of working in near solitude, Phil reveals his opus to the public for the first time. And, the film tells the surprising story of one of the highest-rated video games of all time:""Braid"". The film is about making video games, but at its core, it's about the creative process, and exposing yourself through your work. In short: Making fun and games is anything but fun and games."
Dan Reed,Danny Dyer,Adam Rayner,Ralph Brown,Thriller,closure,Danny Dyer Adam Rayner Ralph Brown Dan Reed Thriller,"A documentary about a trans-racial adoptee who finds her birth mother, and meets the rest of a family who didn't know she existed, including her birth father.  A story about identity, the complexities of trans-racial adoption, and most importantly, CLOSURE."
John Reinhardt,Sheldon Leonard,John Ireland,Arthur O'Connell,Crime Drama,open secret,Sheldon Leonard John Ireland Arthur O'Connell John Reinhardt Crime Drama,OPEN SECRET chronicles Steve Lickteig's 20-year search for who his real birth parents were; why a whole town kept the truth from him; and how his family's tumultuous history revolves around the hidden lives of two unconventional women.
Laslo Benedek,Liv Ullmann,Trevor Howard,Andrew Keir,Crime Horror Thriller,the night visitor,Liv Ullmann Trevor Howard Andrew Keir Laslo Benedek Crime Horror Thriller,"An insane Swedish farmer escapes from an asylum to get revenge on his sister, her husband and others."
Jason Miller,Jon Brion,Dottie Alexander,David Barnes,Biography Documentary Music,the past is a grotesque animal,Jon Brion Dottie Alexander David Barnes Jason Miller Biography Documentary Music,"A personal, accessible look at an artist - Kevin Barnes, frontman of the endlessly versatile indie pop band of Montreal - whose pursuit to make transcendent music at all costs drives him to value art over human relationships. As he struggles with all of those around him, family and bandmates alike, he's forced to reconsider the future of the band, begging the question - is this really worth it?"
Dennis Iliadis,Tony Goldwyn,Monica Potter,Martha MacIsaac,Crime Horror Thriller,the last house on the left,Tony Goldwyn Monica Potter Martha MacIsaac Dennis Iliadis Crime Horror Thriller,"Mari and Phyllis go to the ""big city"" to see their favorite band BloodLust. Along the way they meet up with newly escaped convict Krug and his gang."
Dennis Iliadis,Tony Goldwyn,Monica Potter,Martha MacIsaac,Crime Horror Thriller,the last house on the left,Tony Goldwyn Monica Potter Martha MacIsaac Dennis Iliadis Crime Horror Thriller,"A group of teenage girls heading into the city hook up with a gang of drug-addled ne'er-do-wells and are brutally murdered. The killers find their way to the home of one of their victim's parents, where both father and mother exact a horrible revenge."
Sut Jhally,Noam Chomsky,Seth Ackerman,Arik Ascherman,Documentary,"peace, propaganda & the promised land",Noam Chomsky Seth Ackerman Arik Ascherman Sut Jhally Documentary,"This video shows how the foreign policy interests of American political elites-working in combination with Israeli public relations stratgies-influence US news reporting about the Middle East conflict. Combining American and British TV news clips with observations of analysts, journalists and political activists, Peace, Propaganda &amp; the Promised Land provides a brief historical overview, a striking media comparison, and an examination of factors that have distorted U.S. media coverage and, in turn, American public opinion."
Darren Aronofsky,Mark Margolis,Clint Mansell,Stanley B. Herman,Drama Mystery Thriller,pi,Mark Margolis Clint Mansell Stanley B. Herman Darren Aronofsky Drama Mystery Thriller,The debut film from Darren Aronofsky in which a mathematical genius Maximilian Cohen discovers a link in the connection between numbers and reality and thus believes he can predict the future.
Julie Davis,Jack McGee,Meredith Scott Lynn,Tim DeZarn,Comedy Romance,"i love you, don't touch me!",Jack McGee Meredith Scott Lynn Tim DeZarn Julie Davis Comedy Romance,"The story of a 25 year old virgin girl, looking for the right boyfriend, not realizing that ""the one"" has been next to her for many years."
Myles Berkowitz,Tia Carrere,Tom Ardavany,Robert McKee,Biography Comedy Romance,20 dates,Tia Carrere Tom Ardavany Robert McKee Myles Berkowitz Biography Comedy Romance,"Myles is divorced in L.A. He wants a love life and a film career. So he decides to go on 20 dates and find true love in front of a camera, making his first feature. His patient agent, Richard, finds a $60,000 investor, the shadowy Elie. Myles starts his search, sometimes telling his date she's being filmed, sometimes not. Elie wants sex and titillation, Myles wants it ""real."" Myles regularly talks with his old film teacher, Robert McKee, who wonders if love is possible in modern life. Half-way through the 20 dates, Myles meets Elisabeth; she's everything he desires and she likes him. Can he finish the 20 dates, satisfy Elie, and complete his film without losing Elisabeth?"
Morgan Spurlock,Chemeeka Walker,Amanda Kearsan,Amelia Giancarlo,Comedy Documentary Drama,super size me,Chemeeka Walker Amanda Kearsan Amelia Giancarlo Morgan Spurlock Comedy Documentary Drama,"Morgan Spurlock subjects himself to a diet based only on McDonald's fast food three times a day for thirty days without exercising to try to prove why so many Americans are fat or obese. He submits himself to a complete check-up by three doctors, comparing his weight along the way, resulting in a scary conclusion."
Brandon Trost,Clifton Collins Jr.,Sean Whalen,James DeBello,Comedy,the fp,Clifton Collins Jr. Sean Whalen James DeBello Brandon Trost Comedy,"Two rival gangs fight for control of Frazier Park -- a deadly arena in competitive dance-fight video game ""Beat-Beat Revolution."""
Joe Swanberg,Anna Kendrick,Lena Dunham,Mark Webber,Comedy Drama,happy christmas,Anna Kendrick Lena Dunham Mark Webber Joe Swanberg Comedy Drama,"After a breakup with her boyfriend, a young woman moves in with her older brother, his wife, and their 2-year-old son."
Joseph Green,Virginia Leith,Jason Evers,Bruce Kerr,Horror Sci-Fi,the brain that wouldn't die,Virginia Leith Jason Evers Bruce Kerr Joseph Green Horror Sci-Fi,"Dr. Bill Cortner (Jason Evers) and his fiancée, Jan Compton (Virginia Leith), are driving to his lab when they get into a horrible car accident. Compton is decapitated. But Cortner is not fazed by this seemingly insurmountable hurdle. His expertise is in transplants, and he is excited to perform the first head transplant. Keeping Compton's head alive in his lab, Cortner plans the groundbreaking yet unorthodox surgery. First, however, he needs a body."
Wade Gasque,Ty Parker,Vincent Duvall,Loanne Bishop,Drama,tiger orange,Ty Parker Vincent Duvall Loanne Bishop Wade Gasque Drama,"In the small Central California town where they grew up, two estranged gay brothers struggle to reconnect after the recent death of their father."
Daniel Schechter,Lena Dunham,Kevin Corrigan,Alex Karpovsky,Comedy,supporting characters,Lena Dunham Kevin Corrigan Alex Karpovsky Daniel Schechter Comedy,Two New York film editors balance their personal relationships while reworking a movie in crisis.
Mike Flanagan,Justin Gordon,Courtney Bell,Erin Cipolletti,Drama Horror Mystery,absentia,Justin Gordon Courtney Bell Erin Cipolletti Mike Flanagan Drama Horror Mystery,"Tricia's husband Daniel has been missing for seven years. Her younger sister Callie comes to live with her as the pressure mounts to finally declare him 'dead in absentia.' As Tricia sifts through the wreckage and tries to move on with her life, Callie finds herself drawn to an ominous tunnel near the house. As she begins to link it to other mysterious disappearances, it becomes clear that Daniel's presumed death might be anything but 'natural.' The ancient force at work in the tunnel might have set its sights on Callie and Tricia... and Daniel might be suffering a fate far worse than death in its grasp."
Edward Burns,Shari Albert,Michael McGlone,Maxine Bahns,Comedy Drama Romance,the brothers mcmullen,Shari Albert Michael McGlone Maxine Bahns Edward Burns Comedy Drama Romance,"Deals with the lives of the three Irish Catholic McMullen brothers from Long Island, New York, over three months, as they grapple with basic ideas and values — love, sex, marriage, religion and family — in the 1990s. Directed, written, produced by and starring Edward Burns."
Matt Johnson,Paul Daniel Ayotte,Shailene Garnett,Matt Johnson,Crime Drama Thriller,the dirties,Paul Daniel Ayotte Shailene Garnett Matt Johnson Matt Johnson Crime Drama Thriller,Two best friends are filming a comedy about getting revenge on the bullies at their high school. One of them isn't joking.
Bruno Barreto,Marcello Mastroianni,Sonia Braga,Joffre Soares,Comedy Drama Romance,gabriela,Marcello Mastroianni Sonia Braga Joffre Soares Bruno Barreto Comedy Drama Romance,"Mike is romantic and persistent, a social worker at a psychiatric clinic who falls for a new intern. Gabriela is passionate; she's also engaged; although her love for her fiance Patrick seems more fraternal than erotic, she has an overwhelming sense of obligation to marry him. Mike gets dubious counsel from a colleague, Douglas, who's seems to have a new relationship weekly, and from his unhappy brother. She gets advice from her supervisor, whose long-term marriage ended badly. Gabriela can't seem to say no to Mike, except when he asks her to end her engagement. She heads home to Mexico to introduce Patrick to her family. What's Mike to do? Will anything change her mind?"
Lena Dunham,Lena Dunham,Merritt Wever,Jemima Kirke,Comedy Drama Romance,tiny furniture,Lena Dunham Merritt Wever Jemima Kirke Lena Dunham Comedy Drama Romance,"After graduating from film school, Aura returns to New York to live with her photographer mother, Siri, and her sister, Nadine, who has just finished high school. Aura is directionless and wonders where to go next in her career and her life. She takes a job in a restaurant and tries unsuccessfully to develop relationships with men, including Keith, a chef where she works, and cult Internet star Jed."
Terron R. Parsons,Richard Tyson,Jeremy Sande,Corlandos Scott,Crime Drama Horror,hayride,Richard Tyson Jeremy Sande Corlandos Scott Terron R. Parsons Crime Drama Horror,"A college student returning home for Halloween is forced to face his childhood fears when an escaped killer takes refuge in his family's ""Haunted Hayride""."
Daniel Mellitz,Corbin Bernsen,Chelse Swain,Amanda MacDonald,Comedy Drama,the naked ape,Corbin Bernsen Chelse Swain Amanda MacDonald Daniel Mellitz Comedy Drama,"Somewhat based on Desmond Morris's fascinating book of pop anthropology, this partially animated satirical docudrama produced by Playboy Magazine publisher Hugh Hefner, traces the evolution of human kind and offers insight into the reasons why we behave the way we do. Though often dealing with sexuality, nothing in the film is terribly offensive or graphic. A prime example of mainstream experimental film-making from the early 70's featuring a young and breathtakingly lovely Victoria Principal."
Jem Cohen,unknown,unknown,unknown,Documentary,counting,unknown unknown unknown Jem Cohen Documentary,"An associative collection of visual impressions across fifteen chapters: a seagull in Porto, political posters in New York, an abstract painting in St. Petersburg, an abandoned video shop in Cairo and cats everywhere you look."
Andrew Leman,Dan Novy,David Mersault,Barry Lynch,Fantasy Horror Mystery Thriller,the call of cthulhu,Dan Novy David Mersault Barry Lynch Andrew Leman Fantasy Horror Mystery Thriller,"A dying professor leaves his great-nephew a collection of documents pertaining to the Cthulhu Cult. The nephew begins to learn why the study of the cult so fascinated his grandfather. Bit-by-bit he begins piecing together the dread implications of his grandfather's inquiries, and soon he takes on investigating the Cthulhu cult as a crusade of his own."
William Eubank,Lin Shaye,Olivia Cooke,Beau Knapp,Sci-Fi Thriller,the signal,Lin Shaye Olivia Cooke Beau Knapp William Eubank Sci-Fi Thriller,"A horror film told in three parts, from three perspectives, in which a mysterious transmission that turns people into killers invades every cell phone, radio, and television."
William Eubank,Lin Shaye,Olivia Cooke,Beau Knapp,Sci-Fi Thriller,the signal,Lin Shaye Olivia Cooke Beau Knapp William Eubank Sci-Fi Thriller,"Three college students on a road trip across the Southwest experience a detour – the tracking of a computer genius who has already hacked into MIT and exposed security faults. When the trio find themselves drawn to an eerily isolated area, suddenly everything goes dark. When one of the students regains consciousness, he finds himself in a waking nightmare."
Patrick Meaney,Taliesin Jaffe,Greg Aronowitz,Jeff Dowd,Biography Documentary,the image revolution,Taliesin Jaffe Greg Aronowitz Jeff Dowd Patrick Meaney Biography Documentary,"Twenty years ago, seven superstar artists left Marvel Comics to create their own company, Image Comics, a company that continues to influence mainstream comics and pop culture to this day. Image began as more than just a publisher - it was a response to years of creator mistreatment, and changed comics forever. The Image Revolution tells the story of Image Comics, from its founders' work at Marvel, through Image's early success, company difficulties during the comics market implosion, and ultimately the publisher's new generation of properties like The Walking Dead. Filled with colorful characters, the film is a clarion call to artists to take control of their destiny."
Chad Hartigan,Jan Haley,Paul Eenhoorn,Demetrius Grosse,Drama,this is martin bonner,Jan Haley Paul Eenhoorn Demetrius Grosse Chad Hartigan Drama,"Two men, at opposite ends of the social spectrum, find themselves starting new lives in the same, small town and form an unlikely friendship."
David Gordon Green,Paul Schneider,Eddie Rouse,Damian Jewan Lee,Drama,george washington,Paul Schneider Eddie Rouse Damian Jewan Lee David Gordon Green Drama,A delicately told and deceptively simple story of a group of children in a depressed small town who band together to cover up a tragic mistake.
Kevin Jordan,Derick Martini,Christa Miller,Ion Overman,Comedy Romance,smiling fish & goat on fire,Derick Martini Christa Miller Ion Overman Kevin Jordan Comedy Romance,"Two brothers share a house in LA's Fairfax district: Tony's a feckless actor, Chris is an accountant. Both are in relationships on rocky ground. As these emotions swirl, Tony meets his US Postal Service letter carrier, a single mom named Kathy who's come to LA from Wyoming with her daughter, a budding actress. Chris meets Anna, an Italian beauty working in the States for a few months wrangling animals on movie sets. Chris also befriends Clive, an aging and crusty man whose longing for his recently-deceased wife is a portrait of true love. Can Clive's example help Chris sort out his love life, and can Tony grow up enough to see the possibilities with Kathy and her daughter?"
Martin Scorsese,Ringo Starr,Levon Helm,Bob Dylan,Documentary Music,the last waltz,Ringo Starr Levon Helm Bob Dylan Martin Scorsese Documentary Music,"Martin Scorsese's rockumentary intertwines footage from ""The Band's"" incredible farewell tour with probing backstage interviews and featured performances by Eric Clapton, Bob Dylan, Joni Mitchell, Ringo Starr and other rock legends."
Bradley Rust Gray,Zoe Kazan,Mark Rendall,Jordan Scovel,Drama,the exploding girl,Zoe Kazan Mark Rendall Jordan Scovel Bradley Rust Gray Drama,"On a summer break from college, Ivy, a young epileptic woman, struggles to balance her feelings for her fledgling boyfriend while her friend Al crashes with her for the season."
Andrew Bujalski,Andrew Bujalski,Kate Dollenmayer,Justin Rice,Comedy,mutual appreciation,Andrew Bujalski Kate Dollenmayer Justin Rice Andrew Bujalski Comedy,"Alan is a musician who leaves a busted-up band for New York, and a new musical voyage. He tries to stay focused and fends off all manner of distractions, including the attraction to his good friend's girlfriend. Film of the ""Mumblecore"" genre."
